Review,DOI,Data,Reference,Species,k,,Reference,DOI_original,Order,Species,,
Filbee-Dexter et al. 2024,10.1038/s41561-024-01449-7,https://doi.org/10.1038/s41561-024-01449-7,Filbee-Dexter et al. 2022. PLoS Biology,Saccharina latissima,0.0234,,Filbee-Dexter et al. 2022,10.1371/journal.pbio.3001702,Laminariales,Saccharina latissima,,
Filbee-Dexter et al. 2024,10.1038/s41561-024-01449-7,https://doi.org/10.1038/s41561-024-01449-7,Filbee-Dexter et al. 2022. PLoS Biology,Laminaria hyperborea,0.004,,Filbee-Dexter et al. 2022,10.1371/journal.pbio.3001702,Laminariales,Laminaria hyperborea,,
Filbee-Dexter et al. 2024,10.1038/s41561-024-01449-7,https://doi.org/10.1038/s41561-024-01449-7,Filbee-Dexter et al. 2022. PLoS Biology,Laminaria hyperborea,0.006,,Filbee-Dexter et al. 2022,10.1371/journal.pbio.3001702,Laminariales,Laminaria hyperborea,,
Filbee-Dexter et al. 2024,10.1038/s41561-024-01449-7,https://doi.org/10.1038/s41561-024-01449-7,Filbee-Dexter et al. 2022. PLoS Biology,Laminaria hyperborea,0.0051,,Filbee-Dexter et al. 2022,10.1371/journal.pbio.3001702,Laminariales,Laminaria hyperborea,,
Filbee-Dexter et al. 2024,10.1038/s41561-024-01449-7,https://doi.org/10.1038/s41561-024-01449-7,Filbee-Dexter et al. 2022. PLoS Biology,Saccharina latissima,0.0069,,Filbee-Dexter et al. 2022,10.1371/journal.pbio.3001702,Laminariales,Saccharina latissima,,
Filbee-Dexter et al. 2024,10.1038/s41561-024-01449-7,https://doi.org/10.1038/s41561-024-01449-7,Filbee-Dexter et al. 2022. PLoS Biology,Saccharina latissima,0.0042,,Filbee-Dexter et al. 2022,10.1371/journal.pbio.3001702,Laminariales,Saccharina latissima,,
Filbee-Dexter et al. 2024,10.1038/s41561-024-01449-7,https://doi.org/10.1038/s41561-024-01449-7,Filbee-Dexter et al. 2022. PLoS Biology,Saccharina latissima,0.0072,,Filbee-Dexter et al. 2022,10.1371/journal.pbio.3001702,Laminariales,Saccharina latissima,,
Filbee-Dexter et al. 2024,10.1038/s41561-024-01449-7,https://doi.org/10.1038/s41561-024-01449-7,Filbee-Dexter et al. unpublished data,Nereocystis luetkeana,0.0207,,Filbee-Dexter et al. unpublished,NA,Laminariales,Nereocystis luetkeana,,
Filbee-Dexter et al. 2024,10.1038/s41561-024-01449-7,https://doi.org/10.1038/s41561-024-01449-7,Filbee-Dexter et al. unpublished data,Nereocystis luetkeana,0.0313,,Filbee-Dexter et al. unpublished,NA,Laminariales,Nereocystis luetkeana,,
Filbee-Dexter et al. 2024,10.1038/s41561-024-01449-7,https://doi.org/10.1038/s41561-024-01449-7,Filbee-Dexter et al. unpublished data,Nereocystis luetkeana,0.0249,,Filbee-Dexter et al. unpublished,NA,Laminariales,Nereocystis luetkeana,,
Filbee-Dexter et al. 2024,10.1038/s41561-024-01449-7,https://doi.org/10.1038/s41561-024-01449-7,Filbee-Dexter et al. unpublished data,Costaria costata,0.0911,,Filbee-Dexter et al. unpublished,NA,Laminariales,Costaria costata,,
Filbee-Dexter et al. 2024,10.1038/s41561-024-01449-7,https://doi.org/10.1038/s41561-024-01449-7,Filbee-Dexter et al. unpublished data,Costaria costata,0.0671,,Filbee-Dexter et al. unpublished,NA,Laminariales,Costaria costata,,
Filbee-Dexter et al. 2024,10.1038/s41561-024-01449-7,https://doi.org/10.1038/s41561-024-01449-7,Filbee-Dexter et al. unpublished data,Costaria costata,0.0661,,Filbee-Dexter et al. unpublished,NA,Laminariales,Costaria costata,,
Filbee-Dexter et al. 2024,10.1038/s41561-024-01449-7,https://doi.org/10.1038/s41561-024-01449-7,Filbee-Dexter et al. unpublished data,Undaria pinnatifida,0.0594,,Filbee-Dexter et al. unpublished,NA,Laminariales,Undaria pinnatifida,,
Filbee-Dexter et al. 2024,10.1038/s41561-024-01449-7,https://doi.org/10.1038/s41561-024-01449-7,Filbee-Dexter et al. unpublished data,Undaria pinnatifida,0.0342,,Filbee-Dexter et al. unpublished,NA,Laminariales,Undaria pinnatifida,,
Filbee-Dexter et al. 2024,10.1038/s41561-024-01449-7,https://doi.org/10.1038/s41561-024-01449-7,Filbee-Dexter et al. unpublished data,Undaria pinnatifida,0.0496,,Filbee-Dexter et al. unpublished,NA,Laminariales,Undaria pinnatifida,,
Filbee-Dexter et al. 2024,10.1038/s41561-024-01449-7,https://doi.org/10.1038/s41561-024-01449-7,Filbee-Dexter et al. unpublished data,Alaria esculenta,0.0442,,Filbee-Dexter et al. unpublished,NA,Laminariales,Alaria esculenta,,
Filbee-Dexter et al. 2024,10.1038/s41561-024-01449-7,https://doi.org/10.1038/s41561-024-01449-7,Filbee-Dexter et al. unpublished data,Alaria esculenta,0.0198,,Filbee-Dexter et al. unpublished,NA,Laminariales,Alaria esculenta,,
Filbee-Dexter et al. 2024,10.1038/s41561-024-01449-7,https://doi.org/10.1038/s41561-024-01449-7,Filbee-Dexter et al. unpublished data,Alaria esculenta,0.0698,,Filbee-Dexter et al. unpublished,NA,Laminariales,Alaria esculenta,,
Moten Foldager Pedersen unpublished,NA,NA,Gabrielson et al. (1983) Bot Mar 26: 173-179,Cladophora albida,0.012,,Gabrielson et al. 1983,10.1515/botm.1983.26.4.173,Cladophorales,Cladophora aff. albida,,
Moten Foldager Pedersen unpublished,NA,NA,Gabrielson et al. (1983) Bot Mar 26: 173-179,Cladophora albida,0.0034,,Gabrielson et al. 1984,10.1515/botm.1983.26.4.173,Cladophorales,Cladophora aff. albida,,
Moten Foldager Pedersen unpublished,NA,NA,Gabrielson et al. (1983) Bot Mar 26: 173-179,Cladophora albida,0.0038,,Gabrielson et al. 1985,10.1515/botm.1983.26.4.173,Cladophorales,Cladophora aff. albida,,
Moten Foldager Pedersen unpublished,NA,NA,Gabrielson et al. (1983) Bot Mar 26: 173-179,Cladophora albida,0.0077,,Gabrielson et al. 1986,10.1515/botm.1983.26.4.173,Cladophorales,Cladophora aff. albida,,
"Filbee-Dexter et al. 2024, Moten Foldager Pedersen unpublished",10.1038/s41561-024-01449-7,https://doi.org/10.1038/s41561-024-01449-7,"Griffith & Stenton-Dozey 1981, Est Coast Shelf Sci 12: 645-653",Ecklonia maxima (accumuklations),0.1999,,Griffiths & Stenton-Dozey 1981,10.1016/S0302-3524(81)80062-X,Laminariales,Ecklonia maxima,,
"Filbee-Dexter et al. 2024, Moten Foldager Pedersen unpublished",10.1038/s41561-024-01449-7,https://doi.org/10.1038/s41561-024-01449-7,"Griffith & Stenton-Dozey 1981, Est Coast Shelf Sci 12: 645-653",Ecklonia maxima (single plants),0.3655,,Griffiths & Stenton-Dozey 1981,10.1016/S0302-3524(81)80062-X,Laminariales,Ecklonia maxima,,
Moten Foldager Pedersen unpublished,NA,NA,Hanisak (1993) Journal of Applied Phycology 5: 175-181,Gracilaria verrucosa,0.0875,,Hanisak 1993,10.1007/bf00004014,Gracilariales,Gracilariopsis longissima,,
Moten Foldager Pedersen unpublished,NA,NA,Hanisak (1993) Journal of Applied Phycology 5: 175-181,Ulva lactuca,0.0524,,Hanisak 1993,10.1007/bf00004014,Ulvales,Ulva lactuca,,
"Filbee-Dexter et al. 2024, Moten Foldager Pedersen unpublished",10.1038/s41561-024-01449-7,https://doi.org/10.1038/s41561-024-01449-7,Inglis (1989) J Exp Mar Biol Ecol 125: 203-217. ,Macrocystis pyrifera,0.0262,,Inglis 1989,10.1016/0022-0981(89)90097-X,Laminariales,Macrocystis pyrifera,,
"Filbee-Dexter et al. 2024, Moten Foldager Pedersen unpublished",10.1038/s41561-024-01449-7,https://doi.org/10.1038/s41561-024-01449-7,Inglis (1989) J Exp Mar Biol Ecol 125: 203-217. ,Macrocystis pyrifera,0.0548,,Inglis 1989,10.1016/0022-0981(89)90097-X,Laminariales,Macrocystis pyrifera,,
"Filbee-Dexter et al. 2024, Moten Foldager Pedersen unpublished",10.1038/s41561-024-01449-7,https://doi.org/10.1038/s41561-024-01449-7,Inglis (1989) J Exp Mar Biol Ecol 125: 203-217. ,Macrocystis pyrifera,0.0189,,Inglis 1989,10.1016/0022-0981(89)90097-X,Laminariales,Macrocystis pyrifera,,
"Filbee-Dexter et al. 2024, Moten Foldager Pedersen unpublished",10.1038/s41561-024-01449-7,https://doi.org/10.1038/s41561-024-01449-7,Josselyn & Mathieson (1980) Hydrobiologia 71: 197-208,Ascophyllum nodosum,0.054,,Josselyn & Mathieson 1980,10.1007/bf03216236,Fucales,Ascophyllum nodosum,,
"Filbee-Dexter et al. 2024, Moten Foldager Pedersen unpublished",10.1038/s41561-024-01449-7,https://doi.org/10.1038/s41561-024-01449-7,Josselyn & Mathieson (1980) Hydrobiologia 71: 197-208,Ascophyllum nodosum,0.063,,Josselyn & Mathieson 1980,10.1007/bf03216236,Fucales,Ascophyllum nodosum,,
"Filbee-Dexter et al. 2024, Moten Foldager Pedersen unpublished",10.1038/s41561-024-01449-7,https://doi.org/10.1038/s41561-024-01449-7,Josselyn & Mathieson (1980) Hydrobiologia 71: 197-208,Ascophyllum nodosum,0.076,,Josselyn & Mathieson 1980,10.1007/bf03216236,Fucales,Ascophyllum nodosum,,
"Filbee-Dexter et al. 2024, Moten Foldager Pedersen unpublished",10.1038/s41561-024-01449-7,https://doi.org/10.1038/s41561-024-01449-7,Josselyn & Mathieson (1980) Hydrobiologia 71: 197-208,Fucus vesiculosus,0.083,,Josselyn & Mathieson 1980,10.1007/bf03216236,Fucales,Fucus vesiculosus,,
"Filbee-Dexter et al. 2024, Moten Foldager Pedersen unpublished",10.1038/s41561-024-01449-7,https://doi.org/10.1038/s41561-024-01449-7,Josselyn & Mathieson (1980) Hydrobiologia 71: 197-208,Fucus vesiculosus,0.11,,Josselyn & Mathieson 1980,10.1007/bf03216236,Fucales,Fucus vesiculosus,,
"Filbee-Dexter et al. 2024, Moten Foldager Pedersen unpublished",10.1038/s41561-024-01449-7,https://doi.org/10.1038/s41561-024-01449-7,Josselyn & Mathieson (1980) Hydrobiologia 71: 197-208,Fucus vesiculosus,0.03,,Josselyn & Mathieson 1980,10.1007/bf03216236,Fucales,Fucus vesiculosus,,
"Filbee-Dexter et al. 2024, Moten Foldager Pedersen unpublished",10.1038/s41561-024-01449-7,https://doi.org/10.1038/s41561-024-01449-7,Kristensen (1994) Biogeochemistry 26: 1-24,Fucus vesiculosus,0.0447,,Kristensen 1994,10.1007/bf02180401,Fucales,Fucus vesiculosus,,
Moten Foldager Pedersen unpublished,NA,NA,Kristensen (1994) Biogeochemistry 26: 1-24,Ulva lactuca,0.1482,,Kristensen 1994,10.1007/bf02180401,Ulvales,Ulva lactuca,,
"Filbee-Dexter et al. 2024, Moten Foldager Pedersen unpublished",10.1038/s41561-024-01449-7,https://doi.org/10.1038/s41561-024-01449-7,Mews et al. (2006) MEPS 328: 155-160,Fucus spp.,0.0804,,Mews et al. 2006,10.3354/meps328155,Fucales,Fucus spp.,,
"Filbee-Dexter et al. 2024, Moten Foldager Pedersen unpublished",10.1038/s41561-024-01449-7,https://doi.org/10.1038/s41561-024-01449-7,Mews et al. (2006) MEPS 328: 155-160,Macrocystis integrifolia,0.31,,Mews et al. 2006,10.3354/meps328155,Laminariales,Macrocystis pyrifera,,
"Filbee-Dexter et al. 2024, Moten Foldager Pedersen unpublished",10.1038/s41561-024-01449-7,https://doi.org/10.1038/s41561-024-01449-7,Mews et al. (2006) MEPS 328: 155-160,Nereocystis luetkeana,1.331,,Mews et al. 2006,10.3354/meps328155,Laminariales,Nereocystis luetkeana,,
Moten Foldager Pedersen unpublished,NA,NA,Mews et al. (2006) MEPS 328: 155-160,Ulva spp.,0.1901,,Mews et al. 2006,10.3354/meps328155,Ulvales,Ulva spp.,,
Moten Foldager Pedersen unpublished,NA,NA,Nedzarek & Rakusa-Suszczewski (2004) Polar Biosci 17: 26-31 ,Cystosphaera jaquinotii ,0.0129,,Nędzarek & Rakusa-Suszczewski 2004,10.15094/00006207,Fucales,Cystosphaera jacquinotii,,
"Filbee-Dexter et al. 2024, Moten Foldager Pedersen unpublished",10.1038/s41561-024-01449-7,https://doi.org/10.1038/s41561-024-01449-7,Nedzarek & Rakusa-Suszczewski (2004) Polar Biosci 17: 26-31 ,Desmerestia anceps,0.0058,,Nędzarek & Rakusa-Suszczewski 2004,10.15094/00006207,Desmarestiales,Desmarestia anceps,,
"Filbee-Dexter et al. 2024, Moten Foldager Pedersen unpublished",10.1038/s41561-024-01449-7,https://doi.org/10.1038/s41561-024-01449-7,Nedzarek & Rakusa-Suszczewski (2004) Polar Biosci 17: 26-31 ,Desmerestia ligulata,0.0256,,Nędzarek & Rakusa-Suszczewski 2004,10.15094/00006207,Desmarestiales,Desmarestia ligulata,,
"Filbee-Dexter et al. 2024, Moten Foldager Pedersen unpublished",10.1038/s41561-024-01449-7,https://doi.org/10.1038/s41561-024-01449-7,Nedzarek & Rakusa-Suszczewski (2004) Polar Biosci 17: 26-31 ,Desmerestia menzeiesii,0.0071,,Nędzarek & Rakusa-Suszczewski 2004,10.15094/00006207,Desmarestiales,Desmarestia menziesii,,
"Filbee-Dexter et al. 2024, Moten Foldager Pedersen unpublished",10.1038/s41561-024-01449-7,https://doi.org/10.1038/s41561-024-01449-7,Nedzarek & Rakusa-Suszczewski (2004) Polar Biosci 17: 26-31 ,Himantothallus grandifolia,0.0189,,Nędzarek & Rakusa-Suszczewski 2004,10.15094/00006207,Desmarestiales,Himantothallus grandifolius,,
Moten Foldager Pedersen unpublished,NA,NA,Nedzarek & Rakusa-Suszczewski (2004) Polar Biosci 17: 26-31 ,Adenocystis utricularis,0.0445,,Nędzarek & Rakusa-Suszczewski 2004,10.15094/00006207,Ectocarpales,Adenocystis utricularis,,
Moten Foldager Pedersen unpublished,NA,NA,Nedzarek & Rakusa-Suszczewski (2004) Polar Biosci 17: 26-31 ,Ascosera mirabilis,0.0092,,Nędzarek & Rakusa-Suszczewski 2004,10.15094/00006207,Ascoseirales,Ascoseira mirabilis,,
Moten Foldager Pedersen unpublished,NA,NA,Nedzarek & Rakusa-Suszczewski (2004) Polar Biosci 17: 26-31 ,Myriogramme mangini,0.0265,,Nędzarek & Rakusa-Suszczewski 2004,10.15094/00006207,Ceramiales,Myriogramme manginii,,
Moten Foldager Pedersen unpublished,NA,NA,Nedzarek & Rakusa-Suszczewski (2004) Polar Biosci 17: 26-31 ,Sarcodia antarctica,0.0246,,Nędzarek & Rakusa-Suszczewski 2004,10.15094/00006207,Plocamiales,Sarcodia antarctica,,
Moten Foldager Pedersen unpublished,NA,NA,Nedzarek & Rakusa-Suszczewski (2004) Polar Biosci 17: 26-31 ,Curdiea racovitzae,0.0092,,Nędzarek & Rakusa-Suszczewski 2004,10.15094/00006207,Gracilariales,Curdiea racovitzae,,
Moten Foldager Pedersen unpublished,NA,NA,Paalme et al. (2002) Hydrobiologia 475/476: 469-476,Cladophora glomerata,0.0193,,Paalme et al. 2002,10.1023/A:1020364114603,Cladophorales,Cladophora glomerata,,
Moten Foldager Pedersen unpublished,NA,NA,Paalme et al. (2002) Hydrobiologia 475/476: 469-476,Cladophora glomerata,0.1252,,Paalme et al. 2002,10.1023/A:1020364114603,Cladophorales,Cladophora glomerata,,
Moten Foldager Pedersen unpublished,NA,NA,Paalme et al. (2002) Hydrobiologia 475/476: 469-476,Pilayella littoralis,0.0591,,Paalme et al. 2002,10.1023/A:1020364114603,Ectocarpales,Pylaiella littoralis,,
Moten Foldager Pedersen unpublished,NA,NA,Paalme et al. (2002) Hydrobiologia 475/476: 469-476,Pilayella littoralis,0.1692,,Paalme et al. 2002,10.1023/A:1020364114603,Ectocarpales,Pylaiella littoralis,,
Moten Foldager Pedersen unpublished,NA,NA,Peckol & Rivers (1996) Est Coast Shelf Sci 43: 311-325,Cladophora vagabunda,0.008,,Peckol & Rivers 1996,10.1006/ecss.1996.0072,Cladophorales,Cladophora vagabunda,,
Moten Foldager Pedersen unpublished,NA,NA,Peckol & Rivers (1996) Est Coast Shelf Sci 43: 311-325,Gracilaria tikvahiae,0.0306,,Peckol & Rivers 1996,10.1006/ecss.1996.0072,Gracilariales,Gracilaria tikvahiae,,
Moten Foldager Pedersen unpublished,NA,NA,Pedersen & Banta (unpublished),Ceramium virgatum,0.1052,,Pedersen & Banta unpublished,NA,Ceramiales,Ceramium virgatum,,
"Filbee-Dexter et al. 2024, Moten Foldager Pedersen unpublished",10.1038/s41561-024-01449-7,https://doi.org/10.1038/s41561-024-01449-7,Pedersen & Banta (unpublished),Fucus vesiculosus,0.0183,,Pedersen & Banta unpublished,NA,Fucales,Fucus vesiculosus,,
Moten Foldager Pedersen unpublished,NA,NA,Pedersen & Banta (unpublished),Ulva lactuca,0.0413,,Pedersen & Banta unpublished,NA,Ulvales,Ulva lactuca,,
Moten Foldager Pedersen unpublished,NA,NA,Pedersen & Johnsen (2017) Marine Biology 164: 172,Gracilaria vermiculophylla,0.013,,Pedersen & Johnsen 2017,10.1007/s00227-017-3197-7,Gracilariales,Gracilaria vermiculophylla,,
Moten Foldager Pedersen unpublished,NA,NA,Pedersen & Johnsen (2017) Marine Biology 164: 172,Gracilaria vermiculophylla,0.032,,Pedersen & Johnsen 2017,10.1007/s00227-017-3197-7,Gracilariales,Gracilaria vermiculophylla,,
Moten Foldager Pedersen unpublished,NA,NA,Pedersen & Johnsen (2017) Marine Biology 164: 172,Gracilaria vermiculophylla,0.065,,Pedersen & Johnsen 2017,10.1007/s00227-017-3197-7,Gracilariales,Gracilaria vermiculophylla,,
"Filbee-Dexter et al. 2024, Moten Foldager Pedersen unpublished",10.1038/s41561-024-01449-7,https://doi.org/10.1038/s41561-024-01449-7,Pedersen et al. (2005) Aquatic Botany 83: 31-47,Halidrys siliquosa,0.0195,,Pedersen et al. 2005,10.1016/j.aquabot.2005.05.004,Fucales,Halidrys siliquosa,,
"Filbee-Dexter et al. 2024, Moten Foldager Pedersen unpublished",10.1038/s41561-024-01449-7,https://doi.org/10.1038/s41561-024-01449-7,Pedersen et al. (2005) Aquatic Botany 83: 31-47,Sargassum muticum,0.0172,,Pedersen et al. 2005,10.1016/j.aquabot.2005.05.004,Fucales,Sargassum muticum,,
"Filbee-Dexter et al. 2024, Moten Foldager Pedersen unpublished",10.1038/s41561-024-01449-7,https://doi.org/10.1038/s41561-024-01449-7,Pedersen et al. (2020) - in prep (unpublished manuscript),Laminaria hyperborea (blade),0.0343,,Pedersen et al. 2021,10.3354/meps13613,Laminariales,Laminaria hyperborea,,
"Filbee-Dexter et al. 2024, Moten Foldager Pedersen unpublished",10.1038/s41561-024-01449-7,https://doi.org/10.1038/s41561-024-01449-7,Pedersen et al. (2020) - in prep (unpublished manuscript),Laminaria hyperborea (blade),0.0118,,Pedersen et al. 2021,10.3354/meps13613,Laminariales,Laminaria hyperborea,,
"Filbee-Dexter et al. 2024, Moten Foldager Pedersen unpublished",10.1038/s41561-024-01449-7,https://doi.org/10.1038/s41561-024-01449-7,Pedersen et al. (2020) - in prep (unpublished manuscript),Laminaria hyperborea (blade),0.0381,,Pedersen et al. 2021,10.3354/meps13613,Laminariales,Laminaria hyperborea,,
"Filbee-Dexter et al. 2024, Moten Foldager Pedersen unpublished",10.1038/s41561-024-01449-7,https://doi.org/10.1038/s41561-024-01449-7,Pedersen et al. (2020) - in prep (unpublished manuscript),Laminaria hyperborea (blade),0.0094,,Pedersen et al. 2021,10.3354/meps13613,Laminariales,Laminaria hyperborea,,
"Filbee-Dexter et al. 2024, Moten Foldager Pedersen unpublished",10.1038/s41561-024-01449-7,https://doi.org/10.1038/s41561-024-01449-7,Pedersen et al. (2020) - in prep (unpublished manuscript),Laminaria hyperborea (stipe),0.0291,,Pedersen et al. 2021,10.3354/meps13613,Laminariales,Laminaria hyperborea,,
"Filbee-Dexter et al. 2024, Moten Foldager Pedersen unpublished",10.1038/s41561-024-01449-7,https://doi.org/10.1038/s41561-024-01449-7,Pedersen et al. (2020) - in prep (unpublished manuscript),Laminaria hyperborea (stipe),0.013,,Pedersen et al. 2021,10.3354/meps13613,Laminariales,Laminaria hyperborea,,
"Filbee-Dexter et al. 2024, Moten Foldager Pedersen unpublished",10.1038/s41561-024-01449-7,https://doi.org/10.1038/s41561-024-01449-7,Pedersen et al. (2020) - in prep (unpublished manuscript),Laminaria hyperborea (stipe),0.0369,,Pedersen et al. 2021,10.3354/meps13613,Laminariales,Laminaria hyperborea,,
"Filbee-Dexter et al. 2024, Moten Foldager Pedersen unpublished",10.1038/s41561-024-01449-7,https://doi.org/10.1038/s41561-024-01449-7,Pedersen et al. (2020) - in prep (unpublished manuscript),Laminaria hyperborea (stipe),0.018,,Pedersen et al. 2021,10.3354/meps13613,Laminariales,Laminaria hyperborea,,
Moten Foldager Pedersen unpublished,NA,NA,Peterson (1997) Gulf of Mexico Science 15: 93-96,Caulerpa paspaloides,0.0882,,Peterson 1997,10.18785/goms.1502.06,Bryopsidales,Caulerpa paspaloides,,
Moten Foldager Pedersen unpublished,NA,NA,Rice & Hanson (1984) Bull Mar Sci 35: 326-340,Gracilaria foliifera,0.0111,,Rice & Hanson 1984,NA,Gracilariales,Gracilaria foliifera,,
Moten Foldager Pedersen unpublished,NA,NA,Rice & Hanson (1984) Bull Mar Sci 35: 326-340,Gracilaria foliifera,0.0172,,Rice & Hanson 1984,NA,Gracilariales,Gracilaria foliifera,,
Moten Foldager Pedersen unpublished,NA,NA,Rice & Hanson (1984) Bull Mar Sci 35: 326-340,Gracilaria foliifera,0.0362,,Rice & Hanson 1984,NA,Gracilariales,Gracilaria foliifera,,
Moten Foldager Pedersen unpublished,NA,NA,Rice & Hanson (1984) Bull Mar Sci 35: 326-340,Gracilaria foliifera,0.0274,,Rice & Hanson 1984,NA,Gracilariales,Gracilaria foliifera,,
Moten Foldager Pedersen unpublished,NA,NA,Rice & Hanson (1984) Bull Mar Sci 35: 326-340,Gracilaria foliifera,0.019,,Rice & Hanson 1984,NA,Gracilariales,Gracilaria foliifera,,
Moten Foldager Pedersen unpublished,NA,NA,Rice & Hanson (1984) Bull Mar Sci 35: 326-340,Gracilaria foliifera,0.0237,,Rice & Hanson 1984,NA,Gracilariales,Gracilaria foliifera,,
Moten Foldager Pedersen unpublished,NA,NA,Rice & Hanson (1984) Bull Mar Sci 35: 326-340,Gracilaria foliifera,0.0362,,Rice & Hanson 1984,NA,Gracilariales,Gracilaria foliifera,,
Moten Foldager Pedersen unpublished,NA,NA,Rice & Hanson (1984) Bull Mar Sci 35: 326-340,Gracilaria foliifera,0.0274,,Rice & Hanson 1984,NA,Gracilariales,Gracilaria foliifera,,
Moten Foldager Pedersen unpublished,NA,NA,"Rice & Tenore (1981) Estuarine, Coastal & Shelf Science 13: 681-690",Gracillaria foliifera,0.0485,,Rice & Tenore 1981,10.1016/S0302-3524(81)80049-7,Gracilariales,Gracillaria foliifera,,
Moten Foldager Pedersen unpublished,NA,NA,"Rice & Tenore (1981) Estuarine, Coastal & Shelf Science 13: 681-690",Hypnea musciformis,0.0419,,Rice & Tenore 1981,10.1016/S0302-3524(81)80049-7,Gigartinales,Hypnea musciformis,,
